Movie,IndiaNet,IndiaGross,Overseas,Worldwide,imdb_id,tmdb_id,imdb_rating,runtime,rating_count,budget,Verdict
Yamla Pagla Deewana Phir Se,9.6,12.31,3.02,15.33,tt7609114,512180.0,3.8,147.0,10.0,30270000.0,Blockbuster
Jaanam Samjha Karo,9.19,12.76,2.24,15.0,tt226847,,7.035,145.0,50.0,2413068.0,Blockbuster
Gangaajal,10.48,14.56,0.37,14.93,tt373856,,7.4,152.0,50.0,5782853.0,Blockbuster
Bhoomi,10.63,13.63,1.28,14.91,tt6265988,456567.0,5.9,135.0,29.0,6000000.0,Blockbuster
Corporate,10.32,14.33,0.51,14.84,tt5648202,,7.8,30.0,4378.0,41100000.0,Blockbuster
Jodi Breakers,9.43,13.1,1.72,14.82,tt2191721,84877.0,5.5,154.0,5.0,572000.0,Blockbuster
Anari No. 1,10.24,14.22,0.52,14.74,tt200435,,3.2,111.0,50.0,1400000.0,Blockbuster
Janasheen,9.79,13.6,1.07,14.67,tt366630,,7.391,150.0,50.0,1200000.0,Blockbuster
Mere Yaar Ki Shaadi Hai,8.34,11.58,2.92,14.5,tt322653,,6.8,118.0,50.0,10000000.0,Blockbuster
Jo Bole So Nihaal,8.22,11.42,2.98,14.4,tt436451,,7.1,138.0,50.0,2000000.0,Blockbuster
Hogi Pyar Ki Jeet,10.07,13.99,0.34,14.33,tt1797416,226829.0,6.688,152.0,8.0,2500000.0,Blockbuster
Family - Ties of Blood,8.59,11.93,2.33,14.26,tt437182,,4.6,140.0,50.0,3600000.0,Blockbuster
Main Aurr Mrs Khanna,7.4,9.49,4.61,14.1,tt1174041,24604.0,5.0,115.0,57.0,2200000.0,Blockbuster
Armaan,6.82,9.47,4.43,13.9,tt361313,,6.4,162.0,50.0,41100000.0,Blockbuster
"I, Me Aur Main",8.75,11.22,2.6,13.82,tt2064816,171767.0,4.529,108.0,17.0,36320000.0,Blockbuster
Aan - Men at Work,9.27,12.88,0.91,13.79,tt363409,,7.7,42.0,50.0,20000000.0,Blockbuster
Dhaai Akshar Prem Ke,8.17,11.35,2.38,13.73,tt255112,,8.4,131.0,50.0,2200000.0,Blockbuster
Total Siyapaa,5.94,8.25,5.3,13.55,tt2727028,255580.0,4.4,108.0,17.0,12312.5,Blockbuster
Angrezi Medium,9.36,11.14,2.4,13.54,tt8907986,606717.0,7.108,145.0,60.0,6500000.0,Blockbuster
Karz - The Burden of Truth,8.7,12.08,1.36,13.44,tt342624,,6.455,130.0,50.0,10000000.0,Blockbuster
Salaakhen,9.34,12.97,0.45,13.42,tt286936,,6.8,141.0,50.0,17224200.0,Blockbuster
Ganapath - A Hero Is Born,9.7,11.55,1.83,13.38,tt13334578,763118.0,2.714,135.0,7.0,22000000.0,Blockbuster
Sabse Bada Khiladi,9.4,13.06,0.26,13.32,tt114317,,6.8,152.0,50.0,45000000.0,Super Hit
Kohram,8.97,12.46,0.82,13.28,tt213775,,7.191,155.0,50.0,13000000.0,Blockbuster
Yeh Raaste Hai Pyaar Ke,7.76,10.78,2.5,13.28,tt13085534,,4.1,20.0,1867.0,31000000.0,Blockbuster
International Khiladi,8.88,12.33,0.95,13.28,tt196635,,6.27,161.0,50.0,13650000.0,Blockbuster
Tom Dick and Harry,9.22,12.81,0.44,13.25,tt34299,,7.44,154.0,50.0,3700000.0,Blockbuster
Chup,9.75,11.61,1.63,13.24,tt15654262,883125.0,6.5,130.0,36.0,24000000.0,Blockbuster
Ujda Chaman,10.51,12.51,0.71,13.22,tt11046300,636449.0,6.35,120.0,20.0,2000000.0,Blockbuster
Dil Ka Rishta,5.53,7.68,5.54,13.22,tt330217,,6.9,135.0,50.0,15000000.0,Blockbuster
Trimurti,8.58,11.92,1.23,13.15,tt114726,,5.9,133.0,50.0,2121476.0,Blockbuster
Krantiveer,9.35,12.99,0.16,13.15,tt110280,,5.7,111.0,50.0,3300000.0,Blockbuster
Mr And Mrs Khiladi,9.37,12.49,0.65,13.14,tt162480,,7.231,159.0,50.0,4500000.0,Blockbuster
Aks,8.0,11.11,2.03,13.14,tt289845,,6.918,154.0,50.0,4300000.0,Blockbuster
Aap Ki Khatir,6.39,8.88,4.23,13.11,tt810058,,4.529,125.0,50.0,13000000.0,Blockbuster
Dus Kahaniyaan,7.78,10.81,2.26,13.07,tt823451,,6.272,138.0,50.0,10400000.0,Blockbuster
Julie,9.17,12.74,0.32,13.06,tt1135503,24803.0,6.711,123.0,2135.0,40000000.0,Blockbuster
Mrityudaata,8.7,11.6,1.45,13.05,tt119721,,5.141,139.0,50.0,4468754.0,Blockbuster
Diljale,9.09,12.63,0.39,13.02,tt286593,,5.8,126.0,50.0,6300000.0,Blockbuster
Dil Ne Jise Apna Kahaa,6.85,9.51,3.44,12.95,tt396563,,7.0,150.0,50.0,85000000.0,Hit
Auron Mein Kahan Dum Tha,8.59,10.23,2.68,12.91,tt26659814,1083590.0,3.25,145.0,5.0,85000000.0,Hit
Tum Mile,9.28,11.9,0.97,12.87,tt1522329,25100.0,5.133,134.0,15.0,3000000.0,Blockbuster
Krishna,9.04,12.56,0.25,12.81,tt135515,,6.392,156.0,50.0,19500000.0,Blockbuster
Made In China,9.63,11.46,1.35,12.81,tt1091229,20002.0,4.564,154.0,70.0,12000000.0,Blockbuster
Talaash... The Hunt Begins,7.86,10.92,1.82,12.74,tt338477,,6.733,143.0,50.0,12312.5,Blockbuster
Guddu Rangeela,8.77,12.18,0.51,12.69,tt4684028,347897.0,4.6,92.0,7.0,175000000.0,Flop
Short Kut - The Con is On,7.69,9.86,2.81,12.67,tt4685806,353576.0,4.0,95.0,178.0,13000000.0,Blockbuster
Ram Gopal Varma Ki Aag,7.39,10.26,2.4,12.66,tt473310,,7.0,140.0,50.0,55000000.0,Super Hit
Ram Jaane,8.61,11.96,0.65,12.61,tt114231,,6.8,152.0,50.0,4468754.0,Blockbuster
Elaan,7.52,10.44,2.14,12.58,tt416712,,5.952,159.0,50.0,4571000.0,Blockbuster
Kuch Naa Kaho,6.46,8.97,3.59,12.56,tt369637,,6.158,169.0,50.0,4200000.0,Blockbuster
Khoobsurat,8.56,11.89,0.65,12.54,tt3554418,291157.0,6.605,130.0,119.0,230.0,Blockbuster
Tujhe Meri Kasam,8.93,12.4,0.09,12.49,tt348258,,4.247,133.0,50.0,2850000.0,Blockbuster
Page 3,8.86,12.31,0.13,12.44,tt15741104,,6.859,142.0,50.0,1900000.0,Blockbuster
Gharwali Baharwali,8.03,11.15,1.2,12.35,tt35360114,,6.0,121.0,50.0,31000000.0,Blockbuster
Om Jai Jagadish,6.16,8.56,3.74,12.3,tt327071,,6.4,151.0,50.0,10920000.0,Blockbuster
Ghulam-E-Mustafa,8.81,11.75,0.51,12.26,tt185335,,7.887,140.0,50.0,6300000.0,Blockbuster
Champion,8.41,11.68,0.58,12.26,tt9124428,568021.0,7.946,129.0,84.0,2400000.0,Blockbuster
Khamoshi The Musical,6.9,9.58,2.66,12.24,tt116763,,6.6,1.0,50.0,2121476.0,Blockbuster
Awarapan,7.76,10.78,1.4,12.18,tt1020937,22448.0,6.9,124.0,44.0,6000000.0,Blockbuster
De Taali,8.49,11.79,0.36,12.15,tt1024839,73485.0,4.5,140.0,8.0,3000000.0,Blockbuster
Bhai,8.4,11.67,0.47,12.14,tt374887,,6.158,190.0,50.0,13000000.0,Blockbuster
Daud,8.2,11.39,0.73,12.12,tt26910458,,6.5,155.0,50.0,9535827.0,Blockbuster
Pyaar Ke Side Effects,8.33,11.57,0.55,12.12,tt480572,,5.5,169.0,50.0,40000000.0,Blockbuster
Ek Ajnabee,6.94,9.64,2.48,12.12,tt457875,,6.688,111.0,50.0,5103000.0,Blockbuster
Roar - Tigers Of The Sunderbans,8.68,12.06,0.06,12.12,tt3796006,298923.0,5.2,123.0,6.0,13000000.0,Blockbuster
Ab Tak Chhappan,8.68,12.06,0.05,12.11,tt402014,,6.175,134.0,50.0,2710738.0,Blockbuster
Jungle,8.1,11.25,0.85,12.1,tt3758172,390062.0,6.6,115.0,2026.0,2710738.0,Blockbuster
23rd March 1931 Shaheed,7.6,10.56,1.46,12.02,tt324951,,6.278,125.0,50.0,2000000.0,Blockbuster
Kyonkii Main Jhuth Nahi bolta,7.95,11.04,0.9,11.94,tt297241,,4.1,151.0,50.0,7.0,Blockbuster
Traffic Signal,8.48,11.78,0.13,11.91,tt819810,,7.3,128.0,50.0,7500000.0,Blockbuster
One 2 Ka 4,6.64,9.22,2.69,11.91,tt227194,,6.158,153.0,50.0,2006871.0,Blockbuster
Noor,7.58,10.53,1.34,11.87,tt6226232,,7.7,30.0,135690.0,12312.5,Blockbuster
Chor Machaye Shor,7.66,10.64,1.17,11.81,tt14962130,,5.357,72.0,7.0,12000000.0,Blockbuster
Hit - The First Case,9.29,11.06,0.72,11.78,tt13130760,887109.0,6.593,136.0,27.0,1700000.0,Blockbuster
Bhaiyya Ji,9.6,11.43,0.33,11.76,tt28654369,1262485.0,6.0,135.0,5.0,7445000.0,Blockbuster
1942 - A Love Story,6.99,9.71,1.98,11.69,tt109010,,6.091,134.0,50.0,1200000.0,Blockbuster
Raja Babu,8.24,11.44,0.13,11.57,tt110942,,5.9,136.0,50.0,85000000.0,Average
Jism,8.14,11.31,0.23,11.54,tt348843,,6.9,148.0,50.0,15500000.0,Blockbuster
Road,7.57,10.51,1.02,11.53,tt3359350,359410.0,6.952,121.0,2612.0,85000000.0,Average
Nishabd,7.53,10.46,1.06,11.52,tt824375,,6.769,155.0,50.0,63000000.0,Hit
Aur Pyaar Ho Gaya,7.26,10.08,1.38,11.46,tt3666564,,6.9,138.5,42.0,1400000.0,Blockbuster
Kya Yehi Pyaar Hai,7.58,10.53,0.83,11.36,tt312883,,4.7,146.0,50.0,1400000.0,Blockbuster
Kahi Pyaar Na Ho Jaaye,6.7,9.31,2.02,11.33,tt268401,,6.35,169.0,50.0,4571000.0,Blockbuster
Main Khiladi Tu Anadi,7.88,10.94,0.38,11.32,tt110438,,6.2,133.0,50.0,10000000.0,Blockbuster
Dev,6.83,9.49,1.77,11.26,tt8751976,539315.0,5.0,155.0,17.0,1500000.0,Blockbuster
Tango Charlie,7.16,9.94,1.14,11.08,tt444913,,8.8,121.0,50.0,5.0,Blockbuster
The Legend Of Bhagat Singh,7.45,10.35,0.73,11.08,tt319736,,4.6,155.0,50.0,2360586.0,Blockbuster
Ulajh,8.3,9.88,1.17,11.05,tt19838634,1124876.0,5.545,134.0,11.0,4300000.0,Blockbuster
Ishq Vishk,7.74,10.75,0.28,11.03,tt362771,,4.3,134.0,50.0,9370000.0,Blockbuster
Kartoos,7.6,10.56,0.43,10.99,tt220594,,6.27,136.0,50.0,5100000.0,Blockbuster
Rishtey,6.0,8.33,2.62,10.95,tt30469812,,4.803,131.0,8.0,41100000.0,Super Hit
Pyaar Koi Khel Nahin,6.8,9.44,1.46,10.9,tt209263,,6.103,153.0,50.0,2000000.0,Blockbuster
Anek,8.15,9.7,1.19,10.89,tt13919802,888268.0,6.1,146.0,22.0,6900000.0,Blockbuster
Joru Ka Ghulam,7.57,10.51,0.36,10.87,tt250452,,5.8,153.0,50.0,1400000.0,Blockbuster
Lal Baadshah,7.09,9.85,0.95,10.8,tt172704,,5.3,155.0,50.0,7700000.0,Blockbuster
Kareeb,6.82,9.47,1.28,10.75,tt189633,,6.1,129.0,50.0,9000000.0,Blockbuster
Zeher,7.34,10.19,0.53,10.72,tt451983,,7.763,147.0,50.0,2700000.0,Blockbuster
Gumraah,8.28,9.86,0.82,10.68,tt11905536,974025.0,6.571,130.0,21.0,9535827.0,Blockbuster
Ugly Aur Pagli,7.13,9.9,0.76,10.66,tt1132606,19671.0,2.3,117.0,3.0,2400000.0,Blockbuster
Neal 'n' Nikki,6.06,8.42,2.21,10.63,tt470869,,5.86,125.0,50.0,28000000.0,Blockbuster
Aiyyaa,6.63,9.21,1.39,10.6,tt2255934,137180.0,4.7,146.0,30.0,1200000.0,Blockbuster
Laadla,7.16,9.94,0.63,10.57,tt187227,,6.859,163.0,50.0,5750000.0,Blockbuster
Jis Desh Mein Ganga Rehta Hai,7.03,9.76,0.76,10.52,tt263491,,6.455,30.0,50.0,572000.0,Blockbuster
Sooryavansham,6.67,9.26,1.25,10.51,tt32832188,1360934.0,5.8,155.0,50.0,3213790.0,Blockbuster
Jaal - The Trap,7.1,9.86,0.61,10.47,tt340178,,8.0,146.0,50.0,1400000.0,Blockbuster
Darna Zaroori Hai,6.43,8.93,1.54,10.47,tt476649,,7.261,136.0,50.0,500.0,Blockbuster
Shabd,5.47,7.6,2.85,10.45,tt409527,,7.045,161.0,50.0,13000000.0,Blockbuster
Jeena Sirf Merre Liye,6.5,9.03,1.41,10.44,tt337652,,5.583,132.0,50.0,9600000.0,Blockbuster
Akele Hum Akele Tum,7.07,9.82,0.62,10.44,tt112313,,6.9,145.0,50.0,4571000.0,Blockbuster
Chaahat,6.87,9.54,0.89,10.43,tt172234,,5.509,157.0,50.0,19500000.0,Blockbuster
Sonchiriya,6.6,9.17,1.25,10.42,tt8108200,535144.0,8.2,145.0,36.0,9000000.0,Blockbuster
Aladin,5.82,7.46,2.91,10.37,tt8641078,687967.0,5.385,64.0,13.0,17224200.0,Blockbuster
Good Boy Bad Boy,7.25,10.07,0.23,10.3,tt489486,,3.7,146.0,50.0,9000000.0,Blockbuster
Deewane,6.95,9.65,0.58,10.23,tt255097,,5.2,60.0,50.0,8400000.0,Blockbuster
Khel,6.99,9.71,0.51,10.22,tt31181183,,6.278,133.0,50.0,6001924.0,Blockbuster
Paltan,7.2,9.23,0.99,10.22,tt7162758,540612.0,6.2,123.0,13.0,5782853.0,Blockbuster
Plan,6.41,8.9,1.27,10.17,tt15475278,,6.0,139.0,1048.0,5500000.0,Blockbuster
Shikhar,6.62,9.19,0.97,10.16,tt475627,,7.6,125.0,50.0,8751000.0,Blockbuster
Gambler,7.17,9.96,0.19,10.15,tt2039393,284536.0,6.012,111.0,1475.0,25000000.0,Blockbuster
Chef,6.37,8.85,1.3,10.15,tt2883512,212778.0,7.118,114.0,3422.0,11000000.0,Blockbuster
Chocolate,6.64,9.22,0.92,10.14,tt1183252,15003.0,7.326,93.0,517.0,13000000.0,Blockbuster
Jail,7.69,9.86,0.24,10.1,tt1128727,,6.8,137.0,471.0,9100000.0,Blockbuster
Suhaag,7.09,9.85,0.22,10.07,tt111308,,6.471,142.0,50.0,6000000.0,Blockbuster
Pyaar Tune Kya Kiya,6.83,9.49,0.57,10.06,tt281102,,6.8,93.0,50.0,24000000.0,Blockbuster
Gayab,7.11,9.88,0.18,10.06,tt414040,,5.1,120.0,50.0,68000000.0,Average
Aarzoo,5.6,7.78,2.28,10.06,tt33484749,,5.739,132.0,50.0,4480000.0,Blockbuster
Pal Pal Dil Ke Paas,7.95,9.46,0.57,10.03,tt6978954,582108.0,4.9,144.0,4.0,31000000.0,Blockbuster
Insan,6.58,9.14,0.88,10.02,tt438875,,7.053,103.0,50.0,12000000.0,Blockbuster
Oye Lucky! Lucky Oye!,6.72,9.33,0.64,9.97,tt1292703,15975.0,7.024,126.0,83.0,1400000.0,Blockbuster
Boom,6.23,8.65,1.3,9.95,tt330082,,6.4,140.0,50.0,12750000.0,Blockbuster
Pyaar Impossible,6.27,8.71,1.16,9.87,tt1351224,29538.0,5.3,140.0,38.0,51000000.0,Hit
Hey! Ram,5.32,7.39,2.47,9.86,tt222012,,7.3,144.0,50.0,41100000.0,Super Hit
Aa Dekhen Zara,6.16,7.9,1.89,9.79,tt1372681,17059.0,4.0,117.0,28.0,600000.0,Blockbuster
Maine Dil Tujhko Diya,6.4,8.89,0.87,9.76,tt326600,,7.3,135.0,50.0,10922838.0,Blockbuster
Naksha,6.61,9.18,0.55,9.73,tt813540,,6.8,162.0,50.0,3213790.0,Blockbuster
Vaastu Shastra,6.95,9.65,0.05,9.7,tt416282,,4.0,123.0,50.0,1400000.0,Blockbuster
Kucch To Hai,6.78,9.42,0.28,9.7,tt348662,,6.74,123.0,50.0,7100000.0,Blockbuster
Anthony Kaun Hai?,6.17,8.57,1.1,9.67,tt800981,,4.3,140.0,50.0,4200000.0,Blockbuster
Goodbye,6.38,7.6,2.06,9.66,tt14438964,817866.0,7.8,145.0,12.0,5980000.0,Blockbuster
Thank You For Coming,7.33,8.73,0.91,9.64,tt23036080,957999.0,4.2,117.0,9.0,9500000.0,Blockbuster
13B,7.37,9.45,0.15,9.6,tt1385824,19950.0,6.216,137.0,74.0,6087315.0,Blockbuster
Yeh Hai Jalwa,5.49,7.63,1.94,9.57,tt328671,,5.808,135.0,50.0,24625.0,Blockbuster
Kranti,6.19,8.6,0.92,9.52,tt234054,,6.121,135.0,50.0,11000000.0,Blockbuster
The Vaccine War,6.0,7.14,2.33,9.47,tt23554840,1046620.0,7.75,160.0,12.0,1300000.0,Blockbuster
Army,6.59,9.15,0.32,9.47,tt993840,,5.028,126.0,50.0,4480000.0,Blockbuster
Aatish,6.43,8.93,0.53,9.46,tt8947826,,8.6,153.0,49.0,2293893.0,Blockbuster
Jung,6.58,9.14,0.31,9.45,tt116726,,5.9,155.0,50.0,4800000.0,Blockbuster
Rakshak,6.62,9.19,0.21,9.4,tt135621,,5.739,150.0,50.0,4300000.0,Blockbuster
Hum Tum Pe Marte Hain,6.24,8.67,0.69,9.36,tt226786,,6.5,180.0,50.0,5750000.0,Blockbuster
Mission Istaanbul,6.35,8.82,0.52,9.34,tt1179781,20976.0,3.3,125.0,8.0,5103000.0,Blockbuster
Vaada,5.41,7.51,1.75,9.26,tt442855,,7.035,95.0,50.0,41100000.0,Super Hit
Arjun Patiala,6.62,7.88,1.38,9.26,tt7881524,531601.0,4.1,107.0,8.0,6087315.0,Blockbuster
Rudraksh,5.9,8.19,1.04,9.23,tt366985,,8.2,121.0,50.0,3014770.0,Blockbuster
Maharaja,6.35,8.82,0.33,9.15,tt26548265,1118224.0,7.711,141.0,159.0,4600000.0,Blockbuster
Kuch Khatti Kuch Meethi,5.04,7.0,2.12,9.12,tt271604,,7.569,176.0,50.0,4100000.0,Blockbuster
Vijaypath,6.45,8.96,0.13,9.09,tt111625,,6.5,134.0,50.0,2756895.0,Blockbuster
Vinashak - Destroyer,6.31,8.76,0.29,9.05,tt130348,,6.125,120.0,50.0,9370000.0,Blockbuster
Vaah! Life Ho Toh Aisi,5.84,8.11,0.92,9.03,tt475645,,5.71,130.0,50.0,24066000.0,Blockbuster
Rashtra Kavach OM,7.11,8.46,0.55,9.01,tt9115574,764928.0,5.4,135.0,11.0,4200000.0,Blockbuster
Aashiq Banaya Aapne,6.38,8.86,0.13,8.99,tt477253,,7.391,134.0,50.0,11000000.0,Blockbuster
Dilwale,6.33,8.79,0.13,8.92,tt4535650,370665.0,6.7,158.0,321.0,26000000.0,Blockbuster
16 December,6.37,8.85,0.05,8.9,tt313844,,6.6,139.0,50.0,8751000.0,Blockbuster
Tu Chor Main Sipahi,6.2,8.61,0.28,8.89,tt117983,,5.466,133.0,50.0,13000000.0,Blockbuster
Aamdani Athanni Kharcha Rupaiya,6.12,8.5,0.38,8.88,tt305173,,6.2,164.0,50.0,3700000.0,Blockbuster
Haqeeqat,6.25,8.68,0.16,8.84,tt286672,,6.3,145.0,50.0,4100000.0,Blockbuster
Khauff,5.71,7.93,0.9,8.83,tt220596,,5.6,159.0,50.0,7.0,Blockbuster
Mast,5.27,7.32,1.51,8.83,tt214931,,7.3,166.0,50.0,63000000.0,Average
Love Ke Liye Kuch Bhi Karega,5.57,7.74,1.09,8.83,tt287537,,5.0,114.0,50.0,224056.0,Blockbuster
Yeh Dil Aashiqanaa,6.22,8.64,0.15,8.79,tt307682,,6.605,147.0,50.0,10920000.0,Blockbuster
Itihaas,6.05,8.4,0.36,8.76,tt93287,,7.024,147.0,50.0,12312.5,Blockbuster
Fight Club - Members Only,5.48,7.61,1.1,8.71,tt456413,,7.4,136.0,50.0,7.0,Blockbuster
Andolan,6.05,8.4,0.23,8.63,tt112359,,5.86,144.0,50.0,12000000.0,Blockbuster
Sangharsh,5.97,8.29,0.34,8.63,tt111068,,5.2,135.0,50.0,5510000.0,Blockbuster
Rehnaa Hai Terre Dil Mein,5.52,7.67,0.94,8.61,tt299108,,8.3,130.0,50.0,13650000.0,Blockbuster
Hum Dono,6.06,8.42,0.19,8.61,tt225961,,8.0,140.0,50.0,28000000.0,Blockbuster
Sirf Tum,5.45,7.57,1.03,8.6,tt28434292,,8.2,72.5,75.0,5000000.0,Blockbuster
Qahar,6.1,8.47,0.11,8.58,tt2713180,228150.0,7.541,135.0,12411.0,68000000.0,Average
Ek - The Power of One,6.31,8.09,0.49,8.58,tt1454461,59262.0,4.7,146.0,6.0,600000.0,Blockbuster
Jung,6.03,8.38,0.18,8.56,tt28106730,,8.4,180.0,8070.0,36150000.0,Super Hit
Hum To Mohabbat Karega,5.0,6.94,1.53,8.47,tt249588,,4.4,141.0,50.0,4468754.0,Blockbuster
Kasoor,5.31,7.38,1.09,8.47,tt272688,,7.428,150.0,50.0,25000000.0,Blockbuster
Hathyar,5.35,7.43,1.02,8.45,tt214751,,3.1,157.0,50.0,2700000.0,Blockbuster
Dushman,5.62,7.81,0.62,8.43,tt189492,,6.5,162.0,50.0,36320000.0,Super Hit
Dhoondte Reh Jaoge,6.3,8.08,0.34,8.42,tt1391544,19276.0,4.6,135.0,7.0,2850000.0,Blockbuster
Khiladi 420,5.76,8.0,0.4,8.4,tt255305,,7.232,120.0,50.0,5.0,Blockbuster
Naajayaz,5.9,8.19,0.19,8.38,tt113913,,7.042,138.0,50.0,9100000.0,Blockbuster
Yeh Dillagi,5.72,7.94,0.44,8.38,tt111793,,5.133,134.0,50.0,2710738.0,Blockbuster
Darna Mana Hai,5.15,7.15,1.16,8.31,tt349333,,7.181,144.0,50.0,2200000.0,Blockbuster
Black & White,5.31,7.38,0.92,8.3,tt165643,,5.0,150.0,50.0,4500000.0,Blockbuster
D - Underworld,5.94,8.25,0.04,8.29,tt454435,,5.8,119.0,50.0,9100000.0,Blockbuster
Khelein Hum Jee Jaan Sey,5.01,6.96,1.3,8.26,tt1637691,50777.0,5.9,183.0,8.0,9000000.0,Blockbuster
Helicopter Eela,4.13,5.29,2.95,8.24,tt8427036,545273.0,6.179,131.0,14.0,9535827.0,Blockbuster
Roadside Romeo,4.54,6.31,1.92,8.23,tt1050739,20653.0,4.6,92.0,35.0,7000000.0,Blockbuster
Auzaar,5.68,7.89,0.33,8.22,tt118660,,5.357,134.0,50.0,20000000.0,Blockbuster
1947 (Earth),3.8,5.28,2.93,8.21,tt39337,,6.396,145.0,50.0,1400000.0,Blockbuster
Dil Maange More,5.44,7.56,0.63,8.19,tt328729,,7.887,140.0,50.0,9000000.0,Blockbuster
Hulchul,5.75,7.99,0.16,8.15,tt437238,,6.6,141.0,50.0,7200000.0,Blockbuster
Angarakshak,5.65,7.85,0.29,8.14,tt1579728,,6.3,138.5,12.0,17500000.0,Blockbuster
Banarasi Babu,5.58,7.75,0.37,8.12,tt275217,,4.9,155.0,50.0,7500000.0,Blockbuster
Rakht,5.34,7.42,0.63,8.05,tt418096,,5.6,108.0,50.0,21918618.0,Blockbuster
Mohabbat,5.21,7.24,0.8,8.04,tt35518951,,8.133,123.0,775.0,5000000.0,Blockbuster
Emi,5.03,6.99,1.0,7.99,tt36153671,1446897.0,6.7,144.0,50.0,6114349.0,Blockbuster
Dum,5.03,6.99,0.98,7.97,tt109686,,6.045,151.0,50.0,5200000.0,Blockbuster
Aflatoon,5.47,7.6,0.33,7.93,tt225029,,6.907,180.0,50.0,11000000.0,Blockbuster
Kismat,4.91,6.82,1.09,7.91,tt391274,,4.2,146.0,50.0,13000000.0,Blockbuster
Wajood,5.24,7.28,0.58,7.86,tt287111,,4.2,141.0,50.0,7100000.0,Blockbuster
Bulandi,4.4,6.11,1.75,7.86,tt230055,,4.866,135.0,50.0,1900000.0,Blockbuster
Andaz Apna Apna,5.3,7.36,0.47,7.83,tt109117,,7.6,30.0,50.0,10000000.0,Blockbuster
Mahaanta,5.26,7.31,0.47,7.78,tt251194,,7.022,111.0,50.0,8510000.0,Blockbuster
Ek Khiladi Ek Haseena,4.74,6.58,1.2,7.78,tt461209,,6.5,145.0,50.0,600000.0,Blockbuster
Mere Jeevan Saathi,2.42,3.36,4.36,7.72,tt418880,,6.045,43.0,50.0,600000.0,Blockbuster
Kal Kissne Dekha,5.67,7.27,0.44,7.71,tt1324078,21232.0,4.4,124.0,5.0,24625.0,Blockbuster
Aunty No. 1,5.34,7.42,0.25,7.67,tt118654,,7.053,137.0,50.0,12500000.0,Blockbuster
Chuppa Rustam,5.42,7.53,0.14,7.67,tt15541402,,6.6,139.0,5.0,9000000.0,Blockbuster
Zubeidaa,3.48,4.83,2.83,7.66,tt255713,,6.0,142.0,50.0,7405000.0,Blockbuster
Yaraana,5.21,7.24,0.39,7.63,tt115009,,7.0,144.0,50.0,55000000.0,Average
Out Of Control,4.77,6.63,0.98,7.61,tt5567494,567581.0,6.0,139.0,1.0,25000000.0,Blockbuster
Shikari,4.95,6.88,0.72,7.6,tt8237282,541547.0,5.0,109.0,1.0,3700000.0,Blockbuster
Aetbaar,4.25,5.9,1.68,7.58,tt377340,,6.805,136.0,50.0,21918618.0,Blockbuster
Tarkieb,5.29,7.35,0.22,7.57,tt252038,,6.691,145.0,50.0,2710738.0,Blockbuster
Lakeer,4.8,6.67,0.86,7.53,tt426075,,4.803,144.0,50.0,2000000.0,Blockbuster
Aaghaaz,5.22,7.25,0.27,7.52,tt254927,,6.118,132.0,50.0,3425875.0,Blockbuster
Hanuman,5.38,7.47,0.05,7.52,tt488836,,7.326,167.0,50.0,3000000.0,Blockbuster
Anjaam,4.99,6.93,0.56,7.49,tt10717738,657593.0,7.7,144.0,57.0,224056.0,Blockbuster
Karam,4.95,6.88,0.61,7.49,tt14564000,868660.0,5.591,156.0,22.0,24066000.0,Blockbuster
Gandhi My Father,3.42,4.75,2.72,7.47,tt459293,,6.2,108.0,50.0,1400000.0,Blockbuster
Lahoo Ke Do Rang,5.16,7.17,0.29,7.46,tt119491,,6.6,149.0,50.0,10400000.0,Blockbuster
Deewaanapan,5.1,7.08,0.33,7.41,tt301179,,7.6,131.0,50.0,4100000.0,Blockbuster
Baazi,5.09,7.07,0.32,7.39,tt121989,,5.71,133.0,50.0,7907534.0,Blockbuster
Ravan Raaj,5.22,7.25,0.06,7.31,tt114236,,6.531,176.0,50.0,24000000.0,Blockbuster
Krodh,5.15,7.15,0.13,7.28,tt311413,,5.728,148.0,50.0,2756895.0,Blockbuster
Hattrick,4.81,6.68,0.53,7.21,tt8116612,566164.0,4.6,92.0,5.0,3425875.0,Blockbuster
Gundaraj,5.08,7.06,0.13,7.19,tt375791,,3.3,100.0,50.0,8510000.0,Blockbuster
The Train,5.11,7.1,0.08,7.18,tt59825,,7.0,142.0,50.0,9000000.0,Blockbuster
Veergati,4.99,6.93,0.23,7.16,tt395802,,4.7,155.0,50.0,23000000.0,Blockbuster
Pitaah,4.79,6.65,0.49,7.14,tt305455,,5.273,138.5,50.0,2700000.0,Blockbuster
Shool,5.03,6.99,0.13,7.12,tt220757,,5.691,126.0,50.0,41100000.0,Hit
Big Brother,4.94,6.86,0.17,7.03,tt251497,,7.251,153.0,50.0,3500000.0,Blockbuster
Barood,4.85,6.74,0.29,7.03,tt157358,,5.2,150.0,50.0,700000.0,Blockbuster
Aloo Chaat,4.86,6.23,0.78,7.01,tt1305840,20192.0,4.2,155.0,6.0,7000000.0,Blockbuster
Ghoomer,4.83,5.75,1.25,7.0,tt15944428,1158378.0,8.438,134.0,8.0,4200000.0,Blockbuster
Shapath,4.95,6.88,0.11,6.99,tt251395,,6.0,135.0,50.0,19700000.0,Blockbuster
